Title,Period,Country,Latitude ,Longitude,World Bank Region,Classification,Description,Works per Country
Hair Ornament,17th - 19th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,"hair ornament, two lotus and astor-like flowers, pin broken; stamped, engraved, sheet gold.",1350
Hair Ornament,17th - 19th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,"hair ornament, spray of seven ornaments, lotus, flowers,; gold filigree.",1350
Hair Ornament,17th - 19th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,"hair ornament, pomegranate (fertility), with flowers and leaves; filigree gold.",1350
Hair Ornament,17th - 19th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,"hair ornament, swastika surrounded by clouds and flowers and the character, Shou (happiness) or ten thousand times long life; gold.",1350
Hair Ornament,17th - 19th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,"hair ornament, vase of flowers, flowers removable, stone missing from vase; filigree gold.",1350
Hair Ornament,17th - 19th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,"hair ornament, foo-dog in flowers, with elaborate mane and open mouth, ribbons; filigree gold with dark patina.",1350
"Floral Hair Ornament, one of a pair",17th - 19th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,"one of a pair of hair ornaments, lotus flower with garnet setting, filigree, pin and leaves; gold.",1350
"Floral Hair Ornament, one of a pair",17th - 19th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,"one of a pair of hair ornaments, lotus flower with garnet setting, filigree, pin and leaves; gold.",1350
"Hairpin, one of a pair",17th - 19th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,"one of a pair of hair ornaments, dragonfly (symbol of Summer), .1 has lotus flower, filigree, all stones lost; gold.",1350
Hair Ornament,17th - 19th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,"hair ornament, foo-dog in flowers, with elaborate mane and open mouth, ribbons; filigree gold with dark patina.",1350
"Floral Hair Ornament, one of a pair",17th - 19th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,"one of a pair of hair ornaments, lotus flower with garnet setting, filigree, pin and leaves; gold.",1350
"Floral Hair Ornament, one of a pair",17th - 19th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,"one of a pair of hair ornaments, lotus flower with garnet setting, filigree, pin and leaves; gold.",1350
"Hairpin, one of a pair",17th - 19th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,"one of a pair of hair ornaments, dragonfly (symbol of Summer), .1 has lotus flower, filigree, all stones lost; gold.",1350
"Hair Ornament, one of a pair",11th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,five pointed leaf motif with six leaved flower (in plain and twisted wire) within it; a multiple leaved blossom at center; pin extends down from center,1350
Phoenix Hair Comb,20th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,"Phoenix standing on hair comb with wings spread and three groups of flowers around it, one to either side and one above coming from the bird's back",1350
Woman's Phoenix Hat,20th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,five bands of decoration from top to bottom groups of flowers on long springs; Phoenixes facing front of hat; flowers and organic matter; people on horseback facing front of hat; hanging horns from ground line of horses,1350
Woman's Hair Ornament,19th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,"u-shaped, 2-pronged pick with organic decoration of lapis lazuli leaves, gold stems, pearl-studded flowers and pink stone berries",1350
Woman's Hair Ornament,19th Century,China,35.86166,104.195397,East Asia and Pacific,Adornment,"small, u-shaped, 2-pronged pick with flower on a leafy stem",1350
Head Ornament,Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Adornment,"headdress attached to two picks; five radiating elements extending upward with applied cut-out dragons, birds and flowers; hammered scrolling design on radiating elements",1350
Crown,Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Adornment,"headdress topped with flowers on spring-like stems; flowers, dragons and figures on horses around sides; lower edge decorated with hanging cut-out flowers with metal bugle-shaped beads",1350
Silver Ornament,Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Adornment,"flat ring of hammered silver with dragons flanking a raised medallion; hanging pendants of moths, insects, flowers, fish, bells and tubular beads",1350
Pair of Earrings,Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Adornment,"elaborate dangles with four central floral blossoms (three large, two small); six small floral blossoms hang from chains on central floral cluster; two small openwork wire dangles hang from each dangling small flower",1350
Necklace,Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Adornment,collar style; 3-D decorations of thirteen cone spirals alternating with flowers or pairs of flowers; twisted wire border; cone spiral closure,1350
Pair of earrings,Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Adornment,"each earring consists of five graduated hoops; hoops incised with flowers, fish and dragons; ornate S-shaped hooks",1350
"Bracelet, from a five-piece set",Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Adornment,beveled design with wavelike motif; adjustable; incised flower and fish decorations,1350
"Bracelet, from a five-piece set",Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Adornment,beveled design with wavelike motif; adjustable; incised flower and fish and bird decorations,1350
Torque,Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Adornment,"half moon shaped disk with eleven horn shaped pendants; disk has incised floral motifs with two aquatic-like creatures above and beside central flower; cloud motifs around the edges of the disk; metal chain wrapped around wither side of neck piece approximately 4"" long; center of neck piece is plain; very similar to 2007.17.4",1350
Pendant,Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Adornment,"animal shape with four legs, each with a small pendant attached by chain; flower-like tail; pointed, cone shape motifs around head; many circular eye-like motifs on head and along back; 4 small pendants attached are irregularly shaped and 6 sided; motifs may be insects",1350
Torque,Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Adornment,"torque, hollow in center; raised designs include dragons, clouds, center medallion: two birds and a flower inside circle; flame motif around outside of circle; key design on outer and inner edges; pebble background, clasp attached to hooks with large closed cone-shaped ends; clasp wire wrapped with center spiral beehive-like hook and eye closure",1350
Pendant,Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Adornment,"pendant in the shape of a fish; pendant is two-sided and appears to be two fish, belly-to-belly; fish is hollow and mouth is open to interior; long chain, box style, with six-petal flower motifs joined by four rings in outer petals, attached to fish at fins, joined left side to right side approximately 9"" from top",1350
Pendant,Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Adornment,"pendant has two main sections: upper section has a bird motif with 2 small pendant strings attached; each string has 2 cone shapes and a ball attached to an open flower-like shape; lower section: larger; has a floral motif with 7 pendant strings; string motifs are 4 cones, 2 balls and a central flower; no neck chain",1350
Torque,Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Adornment,"torque with five consecutive silver bands; five wire swirls with cones are found at the sides of the silver bands; one large swirl with a cone in the center dangles down at the bottom center; connecting band at top is a separate piece, with three small cones decorating it; motif of flowers and dots is etched into the surface of each silver band",1350
Torque,Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Adornment,torque with one ring; design of four different types of flowers each sectioned off by lines and triangle border; ring curves around itself at ends; ends decorated by roosters; connecting piece consists of five cones gradually increasing in size towards the center,1350
Pair of Earrings,Date Unknown,China,35.86166,104.195397,East Asia and Pacific,Adornment,earrings made from a hollow cone of silver; cone decorated with two rabbit-like creatures surrounded by dots and swirls; cone connected to hollow hook of silver with flower design etched on it--hook is then connected to cone with a wire spring-like piece that wraps around at the base of the hook and the top of the cone; spring-like piece has a wire orb with four dangling plant-like flat silver pieces hanging from short chains; orb moves on wire,1350
