File,_ - accession_number,_ - artist,_ - title,_ - country,_ - dated,_ - description,_ - id,_ - style,_ - classification
42280.json,P.77.27.182,Artist: Shōsanjin,(Autumn flowers),Japan,c. 1854-1859,,http://api.artsmia.org/objects/42280,19th century, Prints
42285.json,P.77.27.222,Artist: Kō Sūkoku II,(Ox and flower petals),Japan,"1853, 1st month",,http://api.artsmia.org/objects/42285,19th century, Prints
42292.json,P.77.27.159,Artist: Kitagawa Saigyo,(Flowering silk tree),Japan,c. 1830-1843,,http://api.artsmia.org/objects/42292,19th century, Prints
42302.json,P.77.27.169,Artist: Hashimoto Seikō,(Flowering plum),Japan,"1837, 1st month",,http://api.artsmia.org/objects/42302,19th century, Prints
42329.json,P.77.27.194,Artist: Shunsui,(Circular branch of a flowering plum),Japan,c. 1854-1859,,http://api.artsmia.org/objects/42329,19th century, Prints
42334.json,P.77.27.2,Artist: Yamagata Soshin,(Flowering plum),Japan,"1861, 1st lunar month",,http://api.artsmia.org/objects/42334,19th century, Prints
42368.json,P.77.27.101,Artist: Suga Kisui,"(Moon, snow and flowers)",Japan,"1866, 1st lunar month",,http://api.artsmia.org/objects/42368,19th century, Prints
42391.json,P.77.27.223,Artist: Kō Sūkoku II,(Autumn flowers and singing insects),Japan,1850s,,http://api.artsmia.org/objects/42391,19th century, Prints
42399.json,P.77.27.124,Artist: Nakamura Nagaharu,Camellia Flowers,Japan,c. 1820,,http://api.artsmia.org/objects/42399,19th century, Prints
42412.json,P.77.27.8,Artist: Kōno Bairei,Flowering Hollyhock,Japan,19th century,"a page from ""Bairei gafu,"" publihsed by Unso_do_ ,according to Scott Johnson",http://api.artsmia.org/objects/42412,19th century, Books
42424.json,P.77.27.82,Artist: Yokoyama Kazan; Artist: Hōsen,(Sparrows and plum flowers),Japan,1823,,http://api.artsmia.org/objects/42424,19th century, Prints
42427.json,P.77.27.85,Artist: Matsumura Keibun,Flower Vendors,Japan,c. 1818-1829,,http://api.artsmia.org/objects/42427,19th century, Prints
42453.json,P.77.27.87,Artist: Matsumura Keibun,Flowering Silk Tree,Japan,c. 1818-1829,,http://api.artsmia.org/objects/42453,19th century, Prints
42460.json,P.77.27.9,Artist: Sakurai Baishitsu,(Purple flower),Japan,1830s,,http://api.artsmia.org/objects/42460,19th century, Prints
42461.json,P.77.27.90,Artist: Matsumura Keibun,(Yellow flowering shrub),Japan,c. 1818-1829,,http://api.artsmia.org/objects/42461,19th century, Prints
42479.json,P.77.27.245,Artist: Shibata Zeshin,(Grasshopper and sunflower),Japan,c. 1877,,http://api.artsmia.org/objects/42479,19th century, Prints
42507.json,P.77.27.237,Artist: Yano Yachō,(Flowering bush clover),Japan,1820s,,http://api.artsmia.org/objects/42507,19th century, Prints
42538.json,P.77.27.31,Artist: Yamaoka Geppō,(Flowering plums in snow),Japan,c. 1818-1829,,http://api.artsmia.org/objects/42538,19th century, Prints
42544.json,P.77.27.37,Artist: Shibata Gitō,(Courtier and his servant viewing flowering plum),Japan,c. 1818,,http://api.artsmia.org/objects/42544,19th century, Prints
42582.json,P.80.17,Artist: Edward Baynard,Snow Flower,United States,1979,,http://api.artsmia.org/objects/42582,20th century, Prints
42745.json,P.90.27.212,,Flower and Insects,Netherlands (?),18th century,,http://api.artsmia.org/objects/42745,18th century, Prints
42839.json,P.90.27.196,,Shield and Vignette - Wildflowers,France (?),18th century,,http://api.artsmia.org/objects/42839,18th century, Prints
42920.json,P.91.25.3,Artist: Grant Wood; Publisher: AAA,Tame Flowers,United States,1939,,http://api.artsmia.org/objects/42920,20th century, Prints
42921.json,P.91.25.4,Artist: Grant Wood; Publisher: AAA,Wild Flowers,United States,1939,,http://api.artsmia.org/objects/42921,20th century, Prints
42987.json,P.90.28.6,"Artist: Robert Rauschenberg; Publisher: Gemini G.E.L., Los Angeles",Flower Re-Run,United States,1968,,http://api.artsmia.org/objects/42987,20th century, Prints
43083.json,P.91.47.3,Artist: Wanda Gág,Vase of Flowers,United States,1926,,http://api.artsmia.org/objects/43083,20th century, Prints
43421.json,P.93.21.20,Artist: Georges Rouault,"Trio, plate from ""The Flowers of Evil""",France,1936-1938,,http://api.artsmia.org/objects/43421,20th century, Prints
43577.json,P.94.5,"Artist: Joan Mitchell; Printer: Arte Adrien Maeght, Paris; Publisher: Maeght Éditeur, Paris",Sunflower III,United States,1972,,http://api.artsmia.org/objects/43577,20th century, Prints
43776.json,P.97.13.1,Artist: Fritz Blumenthal,Still Life with Flowers,United States,1979,,http://api.artsmia.org/objects/43776,20th century, Prints
43820.json,P.97.17.9,Artist: George Earl Resler,Sunflower Stalks in Winter,United States,c. 1918-1919,,http://api.artsmia.org/objects/43820,20th century, Prints
45384.json,2013.79.6,Artist: Okuyama Zen'ichi,Untitled [Flower vase with three-colored glaze],Japan,early 1980s,round with flat base and small opening at top (1-1/16 in. dia.); surface decoration of brown circles inside black marks on green ground,http://api.artsmia.org/objects/45384,20th century, Ceramics
45409.json,2001.70.4.2,Artist: Xiang Shengmo,Epidendrum Blossom from a Flower Album of Ten Leaves,China,1656,"long, slender green leaves at right edge with delicate red flowers encircled by long bud petals; inscription and seal at left, another seal in LRC",http://api.artsmia.org/objects/45409,17th century, Paintings
45410.json,2001.70.4.3,Artist: Xiang Shengmo,Pear Blossom from a Flower Album of Ten Leaves,China,1656,"white blossoms with light green centers, spotted with grey; grey branch with small green leaves with brown veins; inscription and 2 seals at right",http://api.artsmia.org/objects/45410,17th century, Paintings
45411.json,2001.70.4.4,Artist: Xiang Shengmo,Hibiscus from a Flower Album of Ten Leaves,China,1656,"2 yellow mum flowers on top of a long, slender stem; 2 partially open buds below; inscription and 3 seals at left",http://api.artsmia.org/objects/45411,17th century, Paintings
45412.json,2001.70.4.5,Artist: Xiang Shengmo,Crab-apple Blossom from a Flower Album of Ten Leaves,China,1656,"pink blossoms on dark pink stems, with clusters attached to grey branch; inscription and 2 seals at right",http://api.artsmia.org/objects/45412,17th century, Paintings
45413.json,2001.70.4.6,Artist: Xiang Shengmo,Day-Lily from a Flower Album of Ten Leaves,China,1656,"large orange and pink flower on top of a blueish stem, with 4 buds; rock behind flower in LRC; inscription and 2 seals at left",http://api.artsmia.org/objects/45413,17th century, Paintings
45414.json,2001.70.4.7,Artist: Xiang Shengmo,Cassia Blossom from a Flower Album of Ten Leaves,China,1656,ball-shaped clusters of tiny yellow flowers on a grey branch with dark green leaves; inscription and 2 seals in LLC,http://api.artsmia.org/objects/45414,17th century, Paintings
45415.json,2001.70.4.8,Artist: Xiang Shengmo,Cock's-comb from a Flower Album of Ten Leaves,China,1656,large furry-looking pink and light orange cone-shaped flower with rippled edge on a long stalk with many leaves; red bud at right edge; inscription and 2 seals at left,http://api.artsmia.org/objects/45415,17th century, Paintings
45416.json,2001.70.4.9,Artist: Xiang Shengmo,Wintersweet Blossom from a Flower Album of Ten Leaves,China,1656,"small yellow flowers and buds, with pink centers, on a long, delicate branch; inscription and 3 seals at left",http://api.artsmia.org/objects/45416,17th century, Paintings
45417.json,2001.70.4.10,Artist: Xiang Shengmo,Blossoming plum from a Flower Album of Ten Leaves,China,1656,"white blossoms with yellow spotted centers and red buds on a gnarled grey branch; inscription and 3 seals in ULC, seal in LRC",http://api.artsmia.org/objects/45417,17th century, Paintings
46410.json,"P.12,217",Artist: Sydenham Teak Edwards; Publisher: William Curtis,Flower Print No. 167 (Yellow Flowers and Seed Pod),England,1791,,http://api.artsmia.org/objects/46410,18th century, Prints
46697.json,"P.3,642",Artist: D. Y. Cameron,The Flower Market,Scotland,1892,,http://api.artsmia.org/objects/46697,19th century, Prints
48486.json,P.75.30.3,Artist: Norman Ackroyd,Flowers at a Window,England,1953-1975,,http://api.artsmia.org/objects/48486,20th century, Prints
48496.json,P.75.30.9,Artist: Norman Ackroyd,Flowers at a Window,England,1974,,http://api.artsmia.org/objects/48496,20th century, Prints
48497.json,P.75.30.2,Artist: Norman Ackroyd,Flowers at a Window,England,1974,,http://api.artsmia.org/objects/48497,20th century, Prints
48498.json,P.75.30.10,Artist: Norman Ackroyd,Flowers at a Window,England,1974,,http://api.artsmia.org/objects/48498,20th century, Prints
48500.json,P.75.30.8,Artist: Norman Ackroyd,Flowers at a Window,England,1974,,http://api.artsmia.org/objects/48500,20th century, Prints
48501.json,P.75.30.7,Artist: Norman Ackroyd,Flowers at a Window,England,1974,,http://api.artsmia.org/objects/48501,20th century, Prints
48502.json,P.75.30.4,Artist: Norman Ackroyd,Flowers at a Window,England,1974,,http://api.artsmia.org/objects/48502,20th century, Prints
48503.json,P.75.30.5,Artist: Norman Ackroyd,Flowers at a Window,England,1974,,http://api.artsmia.org/objects/48503,20th century, Prints
48504.json,P.75.30.1,Artist: Norman Ackroyd,Flowers at a Window,England,1974,,http://api.artsmia.org/objects/48504,20th century, Prints
48505.json,P.75.30.6,Artist: Norman Ackroyd,Flowers at a Window,England,1975,,http://api.artsmia.org/objects/48505,20th century, Prints
48541.json,P.84.17,Artist: Richard Earlom; Artist: after Jan van Huysum; Publisher: John Boydell,A Flower Piece,England,1778,,http://api.artsmia.org/objects/48541,18th century, Prints
48542.json,"P.3,385",Artist: Richard Earlom; Artist: after Jan van Huysum,Flower Piece,England,1778,after Van Huysum,http://api.artsmia.org/objects/48542,18th century, Prints
48808.json,P.84.54,Artist: Ludovic Napoléon Lepic,Coat of Arms with Wild-Flowers,France,19th century,,http://api.artsmia.org/objects/48808,19th century, Prints
49023.json,"P.12,451",Artist: Wanda Gág,Squash and Flowers,United States,1926-1927,,http://api.artsmia.org/objects/49023,20th century, Prints
49549.json,2002.154.1,Photographer: Douglas W. Mellor,"Still Life with Flower, Rome",United States,1999,footed plate with fruit at L; 3 fruits next to a glass vase with flower at R,http://api.artsmia.org/objects/49549,20th century, Photographs
49645.json,P.68.333,Artist: Heinrich Campendonk,Woman With Flower,Germany,1919,Plate 79,http://api.artsmia.org/objects/49645,20th century, Prints
49761.json,P.87.13.5,Artist: Wanda Gág,"Pipe and Flowers, To Dale from Wanda '26",United States,1926,,http://api.artsmia.org/objects/49761,20th century, Prints
50016.json,"P.2,851",Artist: Auguste Louis Lepère,"Combatting the Snow, Bridge of Flowers",France,1890,,http://api.artsmia.org/objects/50016,19th century, Prints
50054.json,P.340,Artist: Georg Jahn,Maiden with Flowers,Germany,1904,,http://api.artsmia.org/objects/50054,20th century, Prints
50826.json,"P.6,947",Artist: Lucien Pissarro; Publisher: J. Melzer,Girl Picking Flowers,France,1902 (published 1919),,http://api.artsmia.org/objects/50826,20th century, Prints
51871.json,"P.12,031",Artist: Joseph Pennell,"Flower Market and Butter Tower, Rouen",United States,1907,,http://api.artsmia.org/objects/51871,20th century, Prints
52523.json,"P.11,354",Artist: George Taylor Plowman,"Mayflower Barn, Jordans, England",United States,19th century,,http://api.artsmia.org/objects/52523,19th century, Prints
53438.json,"P.11,834",Artist: William B. Closson; Artist: after François Bonvin,Flowers,United States,19th century,,http://api.artsmia.org/objects/53438,19th century, Prints
53977.json,P.70.10,Artist: Gregory Masurovsky,Wallflowers,United States,1969,,http://api.artsmia.org/objects/53977,20th century, Prints
55542.json,"P.11,259",Artist: Timothy Cole; Artist: after Bartolomé Esteban Murillo,A Spanish Flower Girl,United States,1906,,http://api.artsmia.org/objects/55542,20th century, Prints
55586.json,P.58.334,Artist: Pierre Eugène Clairin,Woman Picking Flowers,France,20th century,,http://api.artsmia.org/objects/55586,20th century, Prints
55892.json,P.58.753,Artist: M. R. Roselin,Woman with Flowers,France,20th century,,http://api.artsmia.org/objects/55892,20th century, Prints
56125.json,"P.13,836",Artist: Ernest-Ange Duez,Fleurs (Flowers),France,1894,,http://api.artsmia.org/objects/56125,19th century, Prints
56901.json,P.70.108,"Artist: Gregory Masurovsky; Author: Michel Butor; Publisher: Tamarind Lithography Workshop, Los Angeles (now Albuquerque, N.M.)",Flower,United States,1969,,http://api.artsmia.org/objects/56901,20th century, Prints
57569.json,P.782,Artist: Cornelis Visscher; Artist: after Titian (Tiziano Vecelli),The Madonna with the Flower,The Netherlands,17th century,,http://api.artsmia.org/objects/57569,17th century, Prints
57671.json,"P.1,156",Artist: Charles Storm van's Gravesande,Study of Flowers,The Netherlands,19th century,,http://api.artsmia.org/objects/57671,19th century, Prints
58247.json,P.82.40.280,Artist: Winslow Homer,The Flower-Seller,United States,1887,P.82.40.281 on verso; On same sheet as P.82.277-279,http://api.artsmia.org/objects/58247,19th century, Prints
58457.json,"P.2,970",Artist: Rodolphe Piguet,Girl With Flowers,Switzerland,1898,,http://api.artsmia.org/objects/58457,19th century, Prints
60020.json,2002.4.6,,Peacock with Flowers and Fantastic Rocks,China,17th century,"peacock with tailfeathers extended; blue and green rocks in strange shapes; pink flowers on bottom; white, purple, yellow and pink flowers at left center; pink and white flowers in ULC",http://api.artsmia.org/objects/60020,17th century, Paintings
60435.json,2001.275.1,Artist: Ueda Shounsai,(Handled flower basket),Japan,mid 20th century,"baluster form, after Chinese bronze vase form; tall, thin handle; diamond woven design on body over tightly-woven framework",http://api.artsmia.org/objects/60435,20th century, Bamboo work
